#SampleID	BarcodeSequence	LinkerPrimerSequence	tissue_date	time	rna_plate	dna_plate	row	col	plate_row	plate_col	collector	date	subpop	Description
LMAN.8.14A0051			LMAN_8	night	KAK_RNA_9	KAK_9	F	10	KAK_9.F	KAK_9.10	Karl Jeremy	8082014	nss	SD44
LMAN.8.14A0053			LMAN_8	night	KAK_RNA_9	KAK_9	G	10	KAK_9.G	KAK_9.10	Karl Jeremy	8082014	nss	MS1334
LMAN.8.14A0055			LMAN_8	night	KAK_RNA_9	KAK_9	H	10	KAK_9.H	KAK_9.10	Karl Jeremy	8082014	ss	N192
LMAN.8.14A0057			LMAN_8	night	KAK_RNA_9	KAK_9	A	11	KAK_9.A	KAK_9.11	Karl Jeremy	8082014	sweet	P39
LMAN.8.14A0059			LMAN_8	night	KAK_RNA_9	KAK_9	B	11	KAK_9.B	KAK_9.11	Karl Jeremy	8082014	ss	B76
LMAN.8.14A0061			LMAN_8	night	KAK_RNA_9	KAK_9	C	11	KAK_9.C	KAK_9.11	Karl Jeremy	8082014	ss	CM174
LMAN.8.14A0063			LMAN_8	night	KAK_RNA_9	KAK_9	D	11	KAK_9.D	KAK_9.11	Karl Jeremy	8082014	nss	A619
LMAN.8.14A0065			LMAN_8	night	KAK_RNA_9	KAK_9	E	11	KAK_9.E	KAK_9.11	Karl Jeremy	8082014	nss	H99
LMAN.8.14A0067			LMAN_8	night	KAK_RNA_9	KAK_9	F	11	KAK_9.F	KAK_9.11	Karl Jeremy	8082014	nss	R168
LMAN.8.14A0069			LMAN_8	night	KAK_RNA_9	KAK_9	G	11	KAK_9.G	KAK_9.11	Karl Jeremy	8082014	nss	W153R
LMAN.8.14A0071			LMAN_8	night	KAK_RNA_9	KAK_9	H	11	KAK_9.H	KAK_9.11	Karl Jeremy	8082014	nss	MS71
LMAN.8.14A0073			LMAN_8	night	KAK_RNA_9	KAK_9	A	12	KAK_9.A	KAK_9.12	Shu Sara	8082014	nss	Oh43
LMAN.8.14A0075			LMAN_8	night	KAK_RNA_9	KAK_9	B	12	KAK_9.B	KAK_9.12	Shu Sara	8082014	sweet	Ia5125
LMAN.8.14A0077			LMAN_8	night	KAK_RNA_9	KAK_9	C	12	KAK_9.C	KAK_9.12	Shu Sara	8082014	sweet	Il14H
LMAN.8.14A0081			LMAN_8	night	KAK_RNA_9	KAK_9	D	12	KAK_9.D	KAK_9.12	Shu Sara	8082014	nss	C123
LMAN.8.14A0083			LMAN_8	night	KAK_RNA_9	KAK_9	E	12	KAK_9.E	KAK_9.12	Shu Sara	8082014	mixed	A641
LMAN.8.14ABLANK.KAK9.F12			LMAN_8	night	KAK_RNA_9	KAK_9	F	12	KAK_9.F	KAK_9.12	Shu Sara	8082014	NA	NA
LMAN.8.14A0085			LMAN_8	night	KAK_RNA_9	KAK_9	G	12	KAK_9.G	KAK_9.12	Shu Sara	8082014	ss	A679
LMAN.8.14A0089			LMAN_8	night	KAK_RNA_9	KAK_9	H	12	KAK_9.H	KAK_9.12	Shu Sara	8082014	nss	B103
LMAN.8.14A0343			LMAN_8	night	KAK_RNA_11	KAK_11	A	1	KAK_11.A	KAK_11.1	Alberto Mei	8082014	popcorn	IDS69
LMAN.8.14A0345			LMAN_8	night	KAK_RNA_11	KAK_11	B	1	KAK_11.B	KAK_11.1	Alberto Mei	8082014	nss	E2558W
LMAN.8.14A0357			LMAN_8	night	KAK_RNA_11	KAK_11	C	1	KAK_11.C	KAK_11.1	Alberto Mei	8082014	nss	L317
LMAN.8.14A0377			LMAN_8	night	KAK_RNA_11	KAK_11	D	1	KAK_11.D	KAK_11.1	Alberto Mei	8082014	nss	Pa91
LMAN.8.14A0381			LMAN_8	night	KAK_RNA_11	KAK_11	E	1	KAK_11.E	KAK_11.1	Alberto Mei	8082014	ss	B73
LMAN.8.14A0393			LMAN_8	night	KAK_RNA_11	KAK_11	F	1	KAK_11.F	KAK_11.1	Alberto Mei	8082014	sweet	Il677a
LMAN.8.14A0395			LMAN_8	night	KAK_RNA_11	KAK_11	G	1	KAK_11.G	KAK_11.1	Alberto Mei	8082014	nss	Va14
LMAN.8.14A0435			LMAN_8	night	KAK_RNA_11	KAK_11	H	1	KAK_11.H	KAK_11.1	Alberto Mei	8082014	mixed	CML 328
LMAN.8.14ABLANK.KAK11.A2			LMAN_8	night	KAK_RNA_11	KAK_11	A	2	KAK_11.A	KAK_11.2	Alberto Mei	8082014	NA	NA
LMAN.8.14A0445			LMAN_8	night	KAK_RNA_11	KAK_11	B	2	KAK_11.B	KAK_11.2	Alberto Mei	8082014	ts	NC340
LMAN.8.14A0455			LMAN_8	night	KAK_RNA_11	KAK_11	C	2	KAK_11.C	KAK_11.2	Alberto Mei	8082014	ss	B73
LMAN.8.14A0503			LMAN_8	night	KAK_RNA_11	KAK_11	D	2	KAK_11.D	KAK_11.2	Alberto Mei	8082014	nss	CI 187-2
LMAN.8.14A0567			LMAN_8	night	KAK_RNA_11	KAK_11	E	2	KAK_11.E	KAK_11.2	Alberto Mei	8082014	unknown	CML418
LMAN.8.14A0575			LMAN_8	night	KAK_RNA_11	KAK_11	F	2	KAK_11.F	KAK_11.2	Alberto Mei	8082014	unknown	DE_3
LMAN.8.14A0577			LMAN_8	night	KAK_RNA_11	KAK_11	G	2	KAK_11.G	KAK_11.2	Alberto Mei	8082014	unknown	MR20Shoepeg
LMAD.8.14A0570			LMAD_8	day	KAK_RNA_11	KAK_11	H	2	KAK_11.H	KAK_11.2	Shu Sara	8082014	unknown	CML505
LMAD.8.14A0576			LMAD_8	day	KAK_RNA_11	KAK_11	A	3	KAK_11.A	KAK_11.3	Shu Sara	8082014	unknown	MR19Santo Domingo
LMAN.8.14A0570			LMAN_8	night	KAK_RNA_11	KAK_11	B	3	KAK_11.B	KAK_11.3	Karl Jeremy	8082014	unknown	CML505
LMAN.8.14A0576			LMAN_8	night	KAK_RNA_11	KAK_11	C	3	KAK_11.C	KAK_11.3	Karl Jeremy	8082014	unknown	MR19Santo Domingo
LMAD.26.14A0029			LMAD_26	day	KAK_RNA_11	KAK_11	D	3	KAK_11.D	KAK_11.3	Kenta Jiang	8262014	ss	B73
LMAD.26.14A0030			LMAD_26	day	KAK_RNA_11	KAK_11	E	3	KAK_11.E	KAK_11.3	Kenta Jiang	8262014	sweet	P39
LMAD.26.14A0041			LMAD_26	day	KAK_RNA_11	KAK_11	F	3	KAK_11.F	KAK_11.3	Kenta Jiang	8262014	ss	B64
LMAD.26.14A0079			LMAD_26	day	KAK_RNA_11	KAK_11	G	3	KAK_11.G	KAK_11.3	Kenta Jiang	8262014	nss	4226
LMAD.26.14A0087			LMAD_26	day	KAK_RNA_11	KAK_11	H	3	KAK_11.H	KAK_11.3	Kenta Jiang	8262014	nss	Os420
LMAD.26.14A0093			LMAD_26	day	KAK_RNA_11	KAK_11	A	4	KAK_11.A	KAK_11.4	Kenta Jiang	8262014	nss	NC262
LMAD.26.14A0113			LMAD_26	day	KAK_RNA_11	KAK_11	B	4	KAK_11.B	KAK_11.4	Kenta Jiang	8262014	ss	B73
LMAD.26.14A0114			LMAD_26	day	KAK_RNA_11	KAK_11	C	4	KAK_11.C	KAK_11.4	Kenta Jiang	8262014	nss	MS71
LMAD.26.14A0137			LMAD_26	day	KAK_RNA_11	KAK_11	D	4	KAK_11.D	KAK_11.4	Kenta Jiang	8262014	ss	NC250
LMAD.26.14A0155			LMAD_26	day	KAK_RNA_11	KAK_11	E	4	KAK_11.E	KAK_11.4	Kenta Jiang	8262014	ss	B84
LMAD.26.14A0157			LMAD_26	day	KAK_RNA_11	KAK_11	F	4	KAK_11.F	KAK_11.4	Kenta Jiang	8262014	mixed	B46
LMAD.26.14A0167			LMAD_26	day	KAK_RNA_11	KAK_11	G	4	KAK_11.G	KAK_11.4	Kenta Jiang	8262014	ss	NC314
LMAD.26.14A0169			LMAD_26	day	KAK_RNA_11	KAK_11	H	4	KAK_11.H	KAK_11.4	Kenta Jiang	8262014	ts	CML 10
LMAD.26.14A0171			LMAD_26	day	KAK_RNA_11	KAK_11	A	5	KAK_11.A	KAK_11.5	Kenta Jiang	8262014	nss	B77
LMAD.26.14A0185			LMAD_26	day	KAK_RNA_11	KAK_11	B	5	KAK_11.B	KAK_11.5	Kenta Jiang	8262014	ss	B73
LMAD.26.14A0186			LMAD_26	day	KAK_RNA_11	KAK_11	C	5	KAK_11.C	KAK_11.5	Kenta Jiang	8262014	nss	R109B
LMAD.26.14A0193			LMAD_26	day	KAK_RNA_11	KAK_11	D	5	KAK_11.D	KAK_11.5	Kenta Jiang	8262014	nss	B52
LMAD.26.14A0209			LMAD_26	day	KAK_RNA_11	KAK_11	E	5	KAK_11.E	KAK_11.5	Kenta Jiang	8262014	ss	NC306
LMAD.26.14A0211			LMAD_26	day	KAK_RNA_11	KAK_11	F	5	KAK_11.F	KAK_11.5	Kenta Jiang	8262014	ss	NC326
LMAD.26.14A0215			LMAD_26	day	KAK_RNA_11	KAK_11	G	5	KAK_11.G	KAK_11.5	Kenta Jiang	8262014	mixed	N28Ht
LMAD.26.14A0221			LMAD_26	day	KAK_RNA_11	KAK_11	H	5	KAK_11.H	KAK_11.5	Kenta Jiang	8262014	nss	R4
LMAD.26.14A0223			LMAD_26	day	KAK_RNA_11	KAK_11	A	6	KAK_11.A	KAK_11.6	Kenta Jiang	8262014	nss	NC342
LMAD.26.14A0239			LMAD_26	day	KAK_RNA_11	KAK_11	B	6	KAK_11.B	KAK_11.6	Kenta Jiang	8262014	ss	B73
LMAD.26.14A0240			LMAD_26	day	KAK_RNA_11	KAK_11	C	6	KAK_11.C	KAK_11.6	Kenta Jiang	8262014	unknown	W22 R-rstd
LMAD.26.14A0243			LMAD_26	day	KAK_RNA_11	KAK_11	D	6	KAK_11.D	KAK_11.6	Kenta Jiang	8262014	unknown	Ill.Hy
LMAD.26.14A0245			LMAD_26	day	KAK_RNA_11	KAK_11	E	6	KAK_11.E	KAK_11.6	Kenta Jiang	8262014	mixed	DE811
LMAD.26.14A0253			LMAD_26	day	KAK_RNA_11	KAK_11	F	6	KAK_11.F	KAK_11.6	Kenta Jiang	8262014	nss	CI 21E
LMAD.26.14A0259			LMAD_26	day	KAK_RNA_11	KAK_11	G	6	KAK_11.G	KAK_11.6	Kenta Jiang	8262014	nss	CI 7 Goodman-Buckler
LMAD.26.14A0269			LMAD_26	day	KAK_RNA_11	KAK_11	H	6	KAK_11.H	KAK_11.6	Kenta Jiang	8262014	mixed	NC360
LMAD.26.14A0273			LMAD_26	day	KAK_RNA_11	KAK_11	A	7	KAK_11.A	KAK_11.7	Kenta Jiang	8262014	mixed	CML 77
LMAD.26.14A0285			LMAD_26	day	KAK_RNA_11	KAK_11	B	7	KAK_11.B	KAK_11.7	Kenta Jiang	8262014	mixed	T232
LMAD.26.14A0293			LMAD_26	day	KAK_RNA_11	KAK_11	C	7	KAK_11.C	KAK_11.7	Kenta Jiang	8262014	nss	CI64
LMAD.26.14A0299			LMAD_26	day	KAK_RNA_11	KAK_11	D	7	KAK_11.D	KAK_11.7	Kenta Jiang	8262014	mixed	I137TN
LMAD.26.14A0303			LMAD_26	day	KAK_RNA_11	KAK_11	E	7	KAK_11.E	KAK_11.7	Kenta Jiang	8262014	ss	B73
LMAD.26.14A0304			LMAD_26	day	KAK_RNA_11	KAK_11	F	7	KAK_11.F	KAK_11.7	Kenta Jiang	8262014	nss	B115
LMAD.26.14A0307			LMAD_26	day	KAK_RNA_11	KAK_11	G	7	KAK_11.G	KAK_11.7	Kenta Jiang	8262014	mixed	A441-5
LMAD.26.14A0309			LMAD_26	day	KAK_RNA_11	KAK_11	H	7	KAK_11.H	KAK_11.7	Kenta Jiang	8262014	nss	33-16
LMAD.26.14A0315			LMAD_26	day	KAK_RNA_11	KAK_11	A	8	KAK_11.A	KAK_11.8	Jason Josh	8262014	nss	Mo.G
LMAD.26.14A0317			LMAD_26	day	KAK_RNA_11	KAK_11	B	8	KAK_11.B	KAK_11.8	Jason Josh	8262014	popcorn	Sg 1533
LMAD.26.14A0319			LMAD_26	day	KAK_RNA_11	KAK_11	C	8	KAK_11.C	KAK_11.8	Jason Josh	8262014	mixed	M37W
LMAD.26.14A0323			LMAD_26	day	KAK_RNA_11	KAK_11	D	8	KAK_11.D	KAK_11.8	Jason Josh	8262014	mixed	Mp339
LMAD.26.14A0327			LMAD_26	day	KAK_RNA_11	KAK_11	E	8	KAK_11.E	KAK_11.8	Jason Josh	8262014	ts	NC318
LMAD.26.14A0329			LMAD_26	day	KAK_RNA_11	KAK_11	F	8	KAK_11.F	KAK_11.8	Jason Josh	8262014	nss	Pa880
LMAD.26.14A0331			LMAD_26	day	KAK_RNA_11	KAK_11	G	8	KAK_11.G	KAK_11.8	Jason Josh	8262014	mixed	U267Y
LMAD.26.14A0333			LMAD_26	day	KAK_RNA_11	KAK_11	H	8	KAK_11.H	KAK_11.8	Jason Josh	8262014	nss	K64
LMAD.26.14A0335			LMAD_26	day	KAK_RNA_11	KAK_11	A	9	KAK_11.A	KAK_11.9	Jason Josh	8262014	nss	NC344
LMAD.26.14A0337			LMAD_26	day	KAK_RNA_11	KAK_11	B	9	KAK_11.B	KAK_11.9	Jason Josh	8262014	ts	NC356
LMAD.26.14A0341			LMAD_26	day	KAK_RNA_11	KAK_11	C	9	KAK_11.C	KAK_11.9	Jason Josh	8262014	nss	NC258
LMAD.26.14A0349			LMAD_26	day	KAK_RNA_11	KAK_11	D	9	KAK_11.D	KAK_11.9	Jason Josh	8262014	nss	T234
LMAD.26.14A0351			LMAD_26	day	KAK_RNA_11	KAK_11	E	9	KAK_11.E	KAK_11.9	Jason Josh	8262014	ts	CML 154Q
LMAD.26.14A0353			LMAD_26	day	KAK_RNA_11	KAK_11	F	9	KAK_11.F	KAK_11.9	Jason Josh	8262014	ts	NC354
LMAD.26.14A0355			LMAD_26	day	KAK_RNA_11	KAK_11	G	9	KAK_11.G	KAK_11.9	Jason Josh	8262014	nss	CI31A
LMAD.26.14A0359			LMAD_26	day	KAK_RNA_11	KAK_11	H	9	KAK_11.H	KAK_11.9	Jason Josh	8262014	ts	NC296A
LMAD.26.14A0361			LMAD_26	day	KAK_RNA_11	KAK_11	A	10	KAK_11.A	KAK_11.10	Jason Josh	8262014	ts	NC346
LMAD.26.14A0363			LMAD_26	day	KAK_RNA_11	KAK_11	B	10	KAK_11.B	KAK_11.10	Jason Josh	8262014	ts	NC320
LMAD.26.14A0365			LMAD_26	day	KAK_RNA_11	KAK_11	C	10	KAK_11.C	KAK_11.10	Jason Josh	8262014	nss	K4
LMAD.26.14A0367			LMAD_26	day	KAK_RNA_11	KAK_11	D	10	KAK_11.D	KAK_11.10	Jason Josh	8262014	mixed	Ki21
LMAD.26.14A0369			LMAD_26	day	KAK_RNA_11	KAK_11	E	10	KAK_11.E	KAK_11.10	Jason Josh	8262014	ts	CML 103
LMAD.26.14A0371			LMAD_26	day	KAK_RNA_11	KAK_11	F	10	KAK_11.F	KAK_11.10	Jason Josh	8262014	nss	Oh7B
LMAD.26.14A0373			LMAD_26	day	KAK_RNA_11	KAK_11	G	10	KAK_11.G	KAK_11.10	Jason Josh	8262014	nss	NC230
LMAD.26.14A0381			LMAD_26	day	KAK_RNA_11	KAK_11	H	10	KAK_11.H	KAK_11.10	Jason Josh	8262014	ss	B73
LMAD.26.14A0382			LMAD_26	day	KAK_RNA_11	KAK_11	A	11	KAK_11.A	KAK_11.11	Jason Josh	8262014	ts	CML277
LMAD.26.14A0383			LMAD_26	day	KAK_RNA_11	KAK_11	B	11	KAK_11.B	KAK_11.11	Jason Josh	8262014	nss	CI 91B Goodman-Buckler
LMAD.26.14A0385			LMAD_26	day	KAK_RNA_11	KAK_11	C	11	KAK_11.C	KAK_11.11	Jason Josh	8262014	mixed	Ky228
LMAD.26.14A0387			LMAD_26	day	KAK_RNA_11	KAK_11	D	11	KAK_11.D	KAK_11.11	Jason Josh	8262014	nss	M162W
LMAD.26.14A0389			LMAD_26	day	KAK_RNA_11	KAK_11	E	11	KAK_11.E	KAK_11.11	Jason Josh	8262014	ts	NC350
LMAD.26.14A0391			LMAD_26	day	KAK_RNA_11	KAK_11	F	11	KAK_11.F	KAK_11.11	Jason Josh	8262014	nss	Va85
LMAD.26.14A0397			LMAD_26	day	KAK_RNA_11	KAK_11	G	11	KAK_11.G	KAK_11.11	Jason Josh	8262014	nss	NC232
LMAD.26.14A0399			LMAD_26	day	KAK_RNA_11	KAK_11	H	11	KAK_11.H	KAK_11.11	Jason Josh	8262014	ts	NC348
LMAD.26.14A0401			LMAD_26	day	KAK_RNA_11	KAK_11	A	12	KAK_11.A	KAK_11.12	Jason Josh	8262014	mixed	CI90C
LMAD.26.14A0403			LMAD_26	day	KAK_RNA_11	KAK_11	B	12	KAK_11.B	KAK_11.12	Jason Josh	8262014	mixed	CI28A Goodman-Buckler
LMAD.26.14A0405			LMAD_26	day	KAK_RNA_11	KAK_11	C	12	KAK_11.C	KAK_11.12	Jason Josh	8262014	ts	NC302
LMAD.26.14A0407			LMAD_26	day	KAK_RNA_11	KAK_11	D	12	KAK_11.D	KAK_11.12	Jason Josh	8262014	mixed	SC 357
LMAD.26.14A0409			LMAD_26	day	KAK_RNA_11	KAK_11	E	12	KAK_11.E	KAK_11.12	Jason Josh	8262014	mixed	CML 92
LMAD.26.14A0411			LMAD_26	day	KAK_RNA_11	KAK_11	F	12	KAK_11.F	KAK_11.12	Jason Josh	8262014	nss	NC222
LMAD.26.14A0413			LMAD_26	day	KAK_RNA_11	KAK_11	G	12	KAK_11.G	KAK_11.12	Jason Josh	8262014	nss	Ky21
LMAD.26.14A0415			LMAD_26	day	KAK_RNA_11	KAK_11	H	12	KAK_11.H	KAK_11.12	Jason Josh	8262014	ts	CML 108
LMAD.26.14A0417			LMAD_26	day	KAK_RNA_12	KAK_12	A	1	KAK_12.A	KAK_12.1	Karl	8262014	ts	NC300
LMAD.26.14A0419			LMAD_26	day	KAK_RNA_12	KAK_12	B	1	KAK_12.B	KAK_12.1	Karl	8262014	mixed	Tzi 25
LMAD.26.14A0421			LMAD_26	day	KAK_RNA_12	KAK_12	C	1	KAK_12.C	KAK_12.1	Karl	8262014	ts	NC352
LMAD.26.14A0423			LMAD_26	day	KAK_RNA_12	KAK_12	D	1	KAK_12.D	KAK_12.1	Karl	8262014	mixed	Tzi 16
LMAD.26.14A0425			LMAD_26	day	KAK_RNA_12	KAK_12	E	1	KAK_12.E	KAK_12.1	Karl	8262014	mixed	Ab28A
LMAD.26.14A0427			LMAD_26	day	KAK_RNA_12	KAK_12	F	1	KAK_12.F	KAK_12.1	Karl	8262014	ts	CML 322
LMAD.26.14ABLANK.KAK12.G1			LMAD_26	day	KAK_RNA_12	KAK_12	G	1	KAK_12.G	KAK_12.1	Karl	8262014	NA	NA
LMAD.26.14A0429			LMAD_26	day	KAK_RNA_12	KAK_12	H	1	KAK_12.H	KAK_12.1	Karl	8262014	ts	NC304
LMAD.26.14A0431			LMAD_26	day	KAK_RNA_12	KAK_12	A	2	KAK_12.A	KAK_12.2	Karl	8262014	nss	NC236
LMAD.26.14A0433			LMAD_26	day	KAK_RNA_12	KAK_12	B	2	KAK_12.B	KAK_12.2	Karl	8262014	mixed	L578
LMAD.26.14A0437			LMAD_26	day	KAK_RNA_12	KAK_12	C	2	KAK_12.C	KAK_12.2	Karl	8262014	ts	NC296
LMAD.26.14A0439			LMAD_26	day	KAK_RNA_12	KAK_12	D	2	KAK_12.D	KAK_12.2	Karl	8262014	ts	CML 69
LMAD.26.14A0441			LMAD_26	day	KAK_RNA_12	KAK_12	E	2	KAK_12.E	KAK_12.2	Karl	8262014	ts	NC338
LMAD.26.14A0443			LMAD_26	day	KAK_RNA_12	KAK_12	F	2	KAK_12.F	KAK_12.2	Karl	8262014	mixed	Tx303
LMAD.26.14A0447			LMAD_26	day	KAK_RNA_12	KAK_12	G	2	KAK_12.G	KAK_12.2	Karl	8262014	ts	Ki3
LMAD.26.14A0449			LMAD_26	day	KAK_RNA_12	KAK_12	H	2	KAK_12.H	KAK_12.2	Karl	8262014	ts	CML 157Q
LMAD.26.14A0451			LMAD_26	day	KAK_RNA_12	KAK_12	A	3	KAK_12.A	KAK_12.3	Karl	8262014	mixed	A214N
LMAD.26.14A0453			LMAD_26	day	KAK_RNA_12	KAK_12	B	3	KAK_12.B	KAK_12.3	Karl	8262014	mixed	CML 91
LMAD.26.14A0455			LMAD_26	day	KAK_RNA_12	KAK_12	C	3	KAK_12.C	KAK_12.3	Karl	8262014	ss	B73
LMAD.26.14A0456			LMAD_26	day	KAK_RNA_12	KAK_12	D	3	KAK_12.D	KAK_12.3	Karl	8262014	ts	CML228
LMAD.26.14A0457			LMAD_26	day	KAK_RNA_12	KAK_12	E	3	KAK_12.E	KAK_12.3	Karl	8262014	ts	CML 333
LMAD.26.14A0459			LMAD_26	day	KAK_RNA_12	KAK_12	F	3	KAK_12.F	KAK_12.3	Karl Josh	8262014	mixed	F6
LMAD.26.14A0461			LMAD_26	day	KAK_RNA_12	KAK_12	G	3	KAK_12.G	KAK_12.3	Karl Josh	8262014	nss	NC238
LMAD.26.14A0463			LMAD_26	day	KAK_RNA_12	KAK_12	H	3	KAK_12.H	KAK_12.3	Karl Josh	8262014	ts	Tzi 9
LMAD.26.14A0465			LMAD_26	day	KAK_RNA_12	KAK_12	A	4	KAK_12.A	KAK_12.4	Karl Josh	8262014	ts	NC336
LMAD.26.14A0467			LMAD_26	day	KAK_RNA_12	KAK_12	B	4	KAK_12.B	KAK_12.4	Karl Josh	8262014	nss	CI66
LMAD.26.14A0469			LMAD_26	day	KAK_RNA_12	KAK_12	C	4	KAK_12.C	KAK_12.4	Karl Josh	8262014	ts	CML 220
LMAD.26.14A0471			LMAD_26	day	KAK_RNA_12	KAK_12	D	4	KAK_12.D	KAK_12.4	Karl Josh	8262014	nss	GT112
LMAD.26.14A0473			LMAD_26	day	KAK_RNA_12	KAK_12	E	4	KAK_12.E	KAK_12.4	Karl Josh	8262014	mixed	CML 323
LMAD.26.14A0475			LMAD_26	day	KAK_RNA_12	KAK_12	F	4	KAK_12.F	KAK_12.4	Karl Josh	8262014	mixed	SC55
LMAD.26.14A0477			LMAD_26	day	KAK_RNA_12	KAK_12	G	4	KAK_12.G	KAK_12.4	Karl Josh	8262014	ts	Tzi 18
LMAD.26.14A0479			LMAD_26	day	KAK_RNA_12	KAK_12	H	4	KAK_12.H	KAK_12.4	Karl Josh	8262014	nss	NC33
LMAD.26.14A0481			LMAD_26	day	KAK_RNA_12	KAK_12	A	5	KAK_12.A	KAK_12.5	Cinta Nick	8262014	mixed	NC366
LMAD.26.14A0483			LMAD_26	day	KAK_RNA_12	KAK_12	B	5	KAK_12.B	KAK_12.5	Cinta Nick	8262014	mixed	D940Y
LMAD.26.14A0485			LMAD_26	day	KAK_RNA_12	KAK_12	C	5	KAK_12.C	KAK_12.5	Cinta Nick	8262014	mixed	Mo18W
LMAD.26.14A0487			LMAD_26	day	KAK_RNA_12	KAK_12	D	5	KAK_12.D	KAK_12.5	Cinta Nick	8262014	ts	CML 158Q
LMAD.26.14A0491			LMAD_26	day	KAK_RNA_12	KAK_12	E	5	KAK_12.E	KAK_12.5	Cinta Nick	8262014	ts	Tzi 11
LMAD.26.14A0493			LMAD_26	day	KAK_RNA_12	KAK_12	F	5	KAK_12.F	KAK_12.5	Cinta Nick	8262014	nss	GA209
LMAD.26.14A0495			LMAD_26	day	KAK_RNA_12	KAK_12	G	5	KAK_12.G	KAK_12.5	Cinta Nick	8262014	mixed	Hi27
LMAD.26.14A0497			LMAD_26	day	KAK_RNA_12	KAK_12	H	5	KAK_12.H	KAK_12.5	Cinta Nick	8262014	ts	CML 38
LMAD.26.14A0499			LMAD_26	day	KAK_RNA_12	KAK_12	A	6	KAK_12.A	KAK_12.6	Cinta Nick	8262014	mixed	SC 213R
LMAD.26.14A0501			LMAD_26	day	KAK_RNA_12	KAK_12	B	6	KAK_12.B	KAK_12.6	Cinta Nick	8262014	mixed	CML 218
LMAD.26.14A0505			LMAD_26	day	KAK_RNA_12	KAK_12	C	6	KAK_12.C	KAK_12.6	Cinta Nick	8262014	ts	CML 238
LMAD.26.14A0507			LMAD_26	day	KAK_RNA_12	KAK_12	D	6	KAK_12.D	KAK_12.6	Cinta Nick	8262014	ts	Ki11
LMAD.26.14A0511			LMAD_26	day	KAK_RNA_12	KAK_12	E	6	KAK_12.E	KAK_12.6	Cinta Nick	8262014	ts	CML 11
LMAD.26.14A0513			LMAD_26	day	KAK_RNA_12	KAK_12	F	6	KAK_12.F	KAK_12.6	Cinta Nick	8262014	ts	A6
LMAD.26.14A0519			LMAD_26	day	KAK_RNA_12	KAK_12	G	6	KAK_12.G	KAK_12.6	Cinta Nick	8262014	ts	CML 314
LMAD.26.14A0521			LMAD_26	day	KAK_RNA_12	KAK_12	H	6	KAK_12.H	KAK_12.6	Cinta Nick	8262014	ts	Ki14
LMAD.26.14A0523			LMAD_26	day	KAK_RNA_12	KAK_12	A	7	KAK_12.A	KAK_12.7	Cinta Nick	8262014	ts	CML277
LMAD.26.14A0525			LMAD_26	day	KAK_RNA_12	KAK_12	B	7	KAK_12.B	KAK_12.7	Cinta Nick	8262014	unknown	KUI2007
LMAD.26.14A0529			LMAD_26	day	KAK_RNA_12	KAK_12	C	7	KAK_12.C	KAK_12.7	Cinta Nick	8262014	ts	Ki44
LMAD.26.14A0533			LMAD_26	day	KAK_RNA_12	KAK_12	D	7	KAK_12.D	KAK_12.7	Cinta Nick	8262014	ts	CML228
LMAD.26.14A0539			LMAD_26	day	KAK_RNA_12	KAK_12	E	7	KAK_12.E	KAK_12.7	Cinta Nick	8262014	ts	CML 261
LMAD.26.14A0547			LMAD_26	day	KAK_RNA_12	KAK_12	F	7	KAK_12.F	KAK_12.7	Cinta Nick	8262014	ts	CML 331
LMAD.26.14A0549			LMAD_26	day	KAK_RNA_12	KAK_12	G	7	KAK_12.G	KAK_12.7	Cinta Nick	8262014	ts	CML 341
LMAD.26.14A0564			LMAD_26	day	KAK_RNA_12	KAK_12	H	7	KAK_12.H	KAK_12.7	Cinta Nick	8262014	unknown	CML206
LMAD.26.14A0566			LMAD_26	day	KAK_RNA_12	KAK_12	A	8	KAK_12.A	KAK_12.8	Cinta Nick	8262014	unknown	CML411
LMAD.26.14A0565			LMAD_26	day	KAK_RNA_12	KAK_12	B	8	KAK_12.B	KAK_12.8	Cinta Nick	8262014	unknown	CML330
LMAD.26.14A0569			LMAD_26	day	KAK_RNA_12	KAK_12	C	8	KAK_12.C	KAK_12.8	Cinta Nick	8262014	unknown	CML504
LMAD.26.14A0571			LMAD_26	day	KAK_RNA_12	KAK_12	D	8	KAK_12.D	KAK_12.8	Cinta Nick	8262014	unknown	CML511
LMAD.26.14A0572			LMAD_26	day	KAK_RNA_12	KAK_12	E	8	KAK_12.E	KAK_12.8	Cinta Nick	8262014	unknown	CML84
LMAD.26.14A0573			LMAD_26	day	KAK_RNA_12	KAK_12	F	8	KAK_12.F	KAK_12.8	Cinta Nick	8262014	unknown	CML85
LMAD.26.14A0574			LMAD_26	day	KAK_RNA_12	KAK_12	G	8	KAK_12.G	KAK_12.8	Cinta Nick	8262014	unknown	CML96
LMAN.26.14A0029			LMAN_26	night	KAK_RNA_12	KAK_12	H	8	KAK_12.H	KAK_12.8	Shu Eli	8262014	ss	B73
LMAN.26.14A0030			LMAN_26	night	KAK_RNA_12	KAK_12	A	9	KAK_12.A	KAK_12.9	Shu Eli	8262014	sweet	P39
LMAN.26.14A0041			LMAN_26	night	KAK_RNA_12	KAK_12	B	9	KAK_12.B	KAK_12.9	Shu Eli	8262014	ss	B64
